Перенос данных из Строка - 1; наименование - 005  Колбаса Докторская ГОСТ, Вязанка вектор,ВЕС. ПОКОМ ==> 
Перенос данных из Строка - 27; наименование - 273  Сосиски Сочинки с сочной грудинкой, МГС 0.4кг,   ПОКОМ ==> 
	Строка - 272; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Сочинка/Сосиски/P003957/","Сосиски «Сочинки с сочной грудинкой» Фикс.вес 0,4 П/а мгс ТМ «Стародворье»"), в количестве 442
Перенос данных из Строка - 28; наименование - 276  Колбаса Сливушка ТМ Вязанка в оболочке полиамид 0,45 кг  ПОКОМ ==> 
	Строка - 111; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Вязанка/Сливушка/Вареные колбасы/P003103/","Вареные колбасы Сливушка Вязанка Фикс.вес 0,45 П/а Вязанка"), в количестве 147
Перенос данных из Строка - 29; наименование - 278  Сосиски Сочинки с сочным окороком, МГС 0.4кг,   ПОКОМ ==> 
	Строка - 273; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Сочинка/Сосиски/P003958/","Сосиски «Сочинки с сочным окороком» Фикс.вес 0,4 П/а мгс ТМ «Стародворье»"), в количестве 263
Перенос данных из Строка - 30; наименование - 281  Сосиски Молочные для завтрака ТМ Особый рецепт, 0,4кг  ПОКОМ ==> 
	Строка - 440; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Особый рецепт/Особая Без свинины/Сосиски/P003969/","Сосиски «Молочные для завтрака» Фикс.вес 0,4 П/а мгс ТМ «Особый рецепт»"), в количестве 20
Перенос данных из Строка - 32; наименование - 285  Паштет печеночный со слив.маслом ТМ Стародворье ламистер 0,1 кг  ПОКОМ ==> 
	Строка - 390; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Бордо/Паштеты/P002648/","Паштеты Со сливочным маслом ГОСТ Бордо фикс.вес 0,1 Стародворье"), в количестве 20
Перенос данных из Строка - 33; наименование - 296  Колбаса Мясорубская с рубленой грудинкой 0,35кг срез ТМ Стародворье  ПОКОМ ==> 
	Строка - 215; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Мясорубская/Копченые колбасы/P003256/","Колбаса Мясорубская ТМ Стародворье с рубленой грудинкой в оболочке фиброуз в вакуумной упаковке 0,35 кг срез"), в количестве 12
Перенос данных из Строка - 36; наименование - 301  Сосиски Сочинки по-баварски с сыром,  0.4кг, ТМ Стародворье  ПОКОМ ==> 
	Строка - 323; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Сочинка по-баварски/Сосиски/P003475/","Сосиски «Сочинки по-баварски с сыром» Фикс.вес 0,4 П/а мгс ТМ «Стародворье»"), в количестве 152
Перенос данных из Строка - 37; наименование - 302  Сосиски Сочинки по-баварски,  0.4кг, ТМ Стародворье  ПОКОМ ==> 
	Строка - 324; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Сочинка по-баварски/Сосиски/P003217/","Сосиски Сочинки по-баварски Бавария Фикс.вес 0,4 П/а мгс Стародворье"), в количестве 26
Перенос данных из Строка - 38; наименование - 305  Колбаса Сервелат Мясорубский с мелкорубленным окороком в/у  ТМ Стародворье ВЕС   ПОКОМ ==> 
	Строка - 213; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Мясорубская/Копченые колбасы/P003259/","В/к колбасы Сервелат Мясорубский с мелкорубленным окороком Бордо Весовой фиброуз Стародворье"), в количестве 116
Перенос данных из Строка - 39; наименование - 307  Колбаса Сервелат Мясорубский с мелкорубленным окороком 0,35 кг срез ТМ Стародворье   Поком ==> 
	Строка - 222; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Мясорубская/Копченые колбасы/P003260/","В/к колбасы Сервелат Мясорубский с мелкорубленным окороком срез Бордо Фикс.вес 0,35 фиброуз Стародворье"), в количестве 20
Перенос данных из Строка - 41; наименование - 312  Ветчина Филейская ВЕС ТМ  Вязанка ТС Столичная  ПОКОМ ==> 
	Строка - 73; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Вязанка/Филейская/Ветчины/P003234/","Ветчины «Филейская» Весовые Вектор ТМ «Вязанка»"), в количестве 148
Перенос данных из Строка - 42; наименование - 315  Колбаса вареная Молокуша ТМ Вязанка ВЕС, ПОКОМ ==> 
	Строка - 91; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Вязанка/Молокуша/Вареные колбасы/P003239/","Вареные колбасы Молокуша Вязанка Вес п/а Вязанка"), в количестве 317
Перенос данных из Строка - 45; наименование - 322  Колбаса вареная Молокуша 0,45кг ТМ Вязанка  ПОКОМ ==> 
	Строка - 94; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Вязанка/Молокуша/Вареные колбасы/P003228/","Вареные колбасы Молокуша Вязанка Фикс.вес 0,45 п/а Вязанка"), в количестве 124
Перенос данных из Строка - 46; наименование - 329  Сардельки Сочинки с сыром Стародворье ТМ, 0,4 кг. ПОКОМ ==> 
	Строка - 280; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Сочинка/Сардельки/P003961/","Сардельки «Сочинки с сыром» Фикс.вес 0,4 п/а ТМ «Стародворье»"), в количестве 30
Перенос данных из Строка - 47; наименование - 330  Колбаса вареная Филейская ТМ Вязанка ТС Классическая ВЕС  ПОКОМ ==> 
	Строка - 65; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Вязанка/Филейская/Вареные колбасы/P003235/","Вареные колбасы «Филейская» Весовые Вектор ТМ «Вязанка»"), в количестве 114
Перенос данных из Строка - 49; наименование - 335  Колбаса Сливушка ТМ Вязанка. ВЕС.  ПОКОМ ==> 
	Строка - 106; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Вязанка/Сливушка/Вареные колбасы/P003357/","Вареные колбасы «Сливушка» Вес П/а ТМ «Вязанка»"), в количестве 335
Перенос данных из Строка - 50; наименование - 336  Ветчина Сливушка с индейкой ТМ Вязанка. ВЕС  ПОКОМ ==> 
	Строка - 116; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Вязанка/Сливушка/Ветчины/P004607/","Ветчины «Сливушка с индейкой» вес п/а ТМ «Вязанка»"), в количестве 7
Перенос данных из Строка - 51; наименование - 338  Паштет печеночный с морковью ТМ Стародворье ламистер 0,1 кг.  ПОКОМ ==> 
	Строка - 389; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Бордо/Паштеты/P003252/","Паштеты «Печеночный с морковью ГОСТ» Фикс.вес 0,1 ТМ «Стародворье»"), в количестве 20
Перенос данных из Строка - 53; наименование - 340  Сосиски Сочинки Молочные ТМ Стародворье, ВЕС ПОКОМ ==> 
	Строка - 266; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Сочинка/Сосиски/P003263/","Сосиски «Сочинки Молочные» Весовой п/а мгс ТМ «Стародворье»"), в количестве 90
Перенос данных из Строка - 54; наименование - 341 Сосиски Сочинки Сливочные ТМ Стародворье ВЕС ПОКОМ ==> 
	Строка - 267; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Сочинка/Сосиски/P003266/","Сосиски «Сочинки Сливочные» Весовые ТМ «Стародворье» 1,35 кг"), в количестве 9
Перенос данных из Строка - 55; наименование - 342 Сосиски Сочинки Молочные ТМ Стародворье 0,4 кг ПОКОМ ==> 
	Строка - 269; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Сочинка/Сосиски/P003262/","Сосиски «Сочинки Молочные» Фикс.вес 0,4 п/а мгс ТМ «Стародворье»"), в количестве 52
Перенос данных из Строка - 56; наименование - 343 Сосиски Сочинки Сливочные ТМ Стародворье  0,4 кг ПОКОМ ==> 
	Строка - 275; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Сочинка/Сосиски/P003265/","Сосиски «Сочинки Сливочные» Фикс.вес 0,4 п/а мгс ТМ «Стародворье»"), в количестве 153
Перенос данных из Строка - 57; наименование - 344  Колбаса Сочинка по-европейски с сочной грудинкой ТМ Стародворье, ВЕС ПОКОМ ==> 
	Строка - 254; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Сочинка/Копченые колбасы/P003387/","В/к колбасы «Сочинка по-европейски с сочной грудинкой» Весовой фиброуз ТМ «Стародворье»"), в количестве 83
Перенос данных из Строка - 58; наименование - 345  Колбаса Сочинка по-фински с сочным окроком ТМ Стародворье ВЕС ПОКОМ ==> 
	Строка - 255; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Сочинка/Копченые колбасы/P003401/","В/к колбасы «Сочинка по-фински с сочным окороком» Весовой фиброуз ТМ «Стародворье»"), в количестве 76
Перенос данных из Строка - 59; наименование - 346  Колбаса Сочинка зернистая с сочной грудинкой ТМ Стародворье.ВЕС ПОКОМ ==> 
	Строка - 256; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Сочинка/Копченые колбасы/P003383/","П/к колбасы «Сочинка зернистая с сочной грудинкой» Весовой фиброуз ТМ «Стародворье»"), в количестве 274
Перенос данных из Строка - 60; наименование - 347  Колбаса Сочинка рубленая с сочным окороком ТМ Стародворье ВЕС ПОКОМ ==> 
	Строка - 257; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Сочинка/Копченые колбасы/P003384/","П/к колбасы «Сочинка рубленая с сочным окороком» Весовой фиброуз ТМ «Стародворье»"), в количестве 402
Перенос данных из Строка - 62; наименование - 376  Колбаса Докторская Дугушка 0,6кг ГОСТ ТМ Стародворье  ПОКОМ ==> 
	Строка - 481; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Дугушка/Дугушка/Вареные колбасы/P004689/","Вареные колбасы «Докторская ГОСТ» Фикс.вес 0,6 п/а ТМ «Дугушка»"), в количестве 60
Перенос данных из Строка - 69; наименование - 408  Ветчина Сливушка с индейкой ТМ Вязанка, 0,4кг  ПОКОМ ==> 
	Строка - 120; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Вязанка/Сливушка/Ветчины/P004586/","Ветчины «Сливушка с индейкой» Фикс.вес 0,4 П/а ТМ «Вязанка»"), в количестве 29
Перенос данных из Строка - 70; наименование - 410  Сосиски Баварские с сыром ТМ Стародворье 0,35 кг. ПОКОМ ==> 
	Строка - 397; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Бавария/Сосиски/P003364/","Сосиски «Баварские с сыром» Фикс.вес 0,35 п/а ТМ «Стародворье»"), в количестве 30
Перенос данных из Строка - 72; наименование - 449  Колбаса Дугушка Стародворская ВЕС ТС Дугушка ПОКОМ ==> 
	Строка - 477; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Дугушка/Дугушка/Вареные колбасы/P002989/","Вареные колбасы «Дугушка Стародворская» Вес п/а ТМ «Дугушка»"), в количестве 262
Перенос данных из Строка - 73; наименование - 452  Колбаса Со шпиком ВЕС большой батон ТМ Особый рецепт  ПОКОМ ==> 
	Строка - 405; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Особый рецепт/Особая/Вареные колбасы/P004257/","Вареные колбасы «Со шпиком» Весовой п/а ТМ «Особый рецепт» большой батон"), в количестве 1351
Перенос данных из Строка - 74; наименование - 456  Колбаса Филейная ТМ Особый рецепт ВЕС большой батон  ПОКОМ ==> 
	Строка - 406; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Особый рецепт/Особая/Вареные колбасы/P004252/","Вареные колбасы «Филейная» Весовой п/а ТМ «Особый рецепт» большой батон"), в количестве 1221
Перенос данных из Строка - 75; наименование - 457  Колбаса Молочная ТМ Особый рецепт ВЕС большой батон  ПОКОМ ==> 
	Строка - 404; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Особый рецепт/Особая/Вареные колбасы/P004256/","Вареные колбасы «Молочная» Весовой п/а ТМ «Особый рецепт»"), в количестве 2409
Перенос данных из Строка - 76; наименование - 498  Колбаса Сочинка рубленая с сочным окороком 0,3кг ТМ Стародворье  ПОКОМ ==> 
	Строка - 261; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Сочинка/Копченые колбасы/P003390/","П/к колбасы «Сочинка рубленая с сочным окороком» срез Фикс.вес 0,3 фиброуз ТМ «Стародворье»"), в количестве 25
Перенос данных из Строка - 77; наименование - 523  Колбаса Сальчичон нарезка 0,07кг ТМ Стародворье  ПОКОМ ==> 
	Строка - 234; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Мясорубская/Сырокопченые колбасы/P004978/","Сырокопченые колбасы «Сальчичон» Фикс.вес 0,07 нарезка ТМ «Стародворье»"), в количестве 4
Перенос данных из Строка - 78; наименование - 524  Колбаса Сервелат Ореховый нарезка 0,07кг ТМ Стародворье  ПОКОМ ==> 
	Строка - 235; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Мясорубская/Сырокопченые колбасы/P004979/","Сырокопченые колбасы «Сервелат Ореховый» Фикс.вес 0,07 нарезка ТМ «Стародворье»"), в количестве 2
Перенос данных из Строка - 79; наименование - 525  Колбаса Фуэт нарезка 0,07кг ТМ Стародворье  ПОКОМ ==> 
	Строка - 239; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Мясорубская/Сыровяленые колбасы/P004982/","Сыровяленые колбасы «Фуэт» Фикс.вес 0,07 нарезка ТМ «Стародворье»"), в количестве 2
Перенос данных из Строка - 80; наименование - 526  Корейка вяленая выдержанная нарезка 0,05кг ТМ Стародворье  ПОКОМ ==> 
	Строка - 306; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Стародворская/Деликатесы с/к/P005023/","Деликатесы с/к «Корейка Вяленая выдержанная» Фикс.вес 0,05 нарезка ТМ «Стародворье»"), в количестве 1
Перенос данных из Строка - 81; наименование - 527  Окорок Прошутто выдержанный нарезка 0,055кг ТМ Стародворье  ПОКОМ ==> 
	Строка - 307; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Стародворская/Деликатесы с/к/P005022/","Деликатесы с/к «Окорок Прошутто сыровяленый выдержанный» Фикс.вес 0,055 нарезка ТМ «Стародворье»"), в количестве 2
Перенос данных из Строка - 86; наименование - 554  Колбаса Сервелат Мясорубский ТМ Стародворье в упаковке скин 0,08 кг нарезка  ПОКОМ ==> 
	Строка - 221; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Мясорубская/Копченые колбасы/P003837/","Копченые колбасы «Сервелат Мясорубский» Фикс.вес 0,08 нарезка ТМ «Стародворье»"), в количестве 5
Перенос данных из Строка - 88; наименование - 556  Колбаса Сервелат Ореховый ТМ Вязанка в оболочке фиброуз в вакуумной упаковке, ВЕС  ПОКОМ ==> 
	Строка - 172; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Вязанка/Вязанка/Копченые колбасы/P005376/","Копченые колбасы «Сервелат Ореховый» Весовой фиброуз ТМ «Вязанка»"), в количестве 7
Перенос данных из Строка - 90; наименование - 569  Колбаса Балыковая ТМ Вязанка в оболочке фиброуз в вакуумной упаковке 0,28 кг срез.  ПОКОМ ==> 
	Строка - 174; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Вязанка/Вязанка/Копченые колбасы/P005163/","Копченые колбасы «Балыковая» Фикс.вес 0,28 фиброуз срез ТМ «Вязанка»"), в количестве 40
Перенос данных из Строка - 91; наименование - 571  Колбаса Сервелат Ореховый ТМ Вязанка в оболочке фиброуз в вак. упаковке 0,28 кг срез  ПОКОМ ==> 
	Строка - 178; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Вязанка/Вязанка/Копченые колбасы/P005166/","Копченые колбасы «Сервелат Ореховый» Фикс.вес 0,28 фиброуз срез ТМ «Вязанка»"), в количестве 67
Перенос данных из Строка - 92; наименование - 579  Колбаса Ветчинно-рубленая ТМ Особый рецепт в оболочке полиамид.ВЕС  ПОКОМ ==> 
	Строка - 403; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Особый рецепт/Особая/Вареные колбасы/P005388/","Вареные колбасы «Ветчинно-рубленая» Весовой п/а ТМ «Особый рецепт»"), в количестве 52
Перенос данных из Строка - 93; наименование - 580  Ветчина Нежная с индейкой ТМ Особый рецепт в оболочке полиамид.ВЕС  ПОКОМ ==> 
	Строка - 415; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Особый рецепт/Особая/Ветчины/P004675/","Ветчины «Нежная с индейкой» Весовой п/а ТМ «Особый рецепт»"), в количестве 318
Перенос данных из Строка - 95; наименование - 586  Колбаса Мясная ТМ Стародворье в оболочке вектор НД ВЕС.  ПОКОМ ==> 
	Строка - 344; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Тамбовская в обвязке/Вареные колбасы/P005361/","Вареные колбасы «Мясная» Весовой п/а ТМ «Стародворье»"), в количестве 157
Перенос данных из Строка - 96; наименование - 588 Колбаса Со шпиком ТМ Стародворье в оболочке вектор ВЕС  ПОКОМ ==> 
	Строка - 345; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Тамбовская в обвязке/Вареные колбасы/P005363/","Вареные колбасы «Со шпиком» Весовой п/а ТМ «Стародворье»"), в количестве 28
Перенос данных из Строка - 97; наименование - 495  Колбаса Сочинка по-европейски с сочной грудинкой 0,3кг ТМ Стародворье  ПОКОМ ==> 
	Строка - 258; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Сочинка/Копченые колбасы/P003386/","В/к колбасы «Сочинка по-европейски с сочной грудинкой» срез Фикс.вес 0,3 фиброуз ТМ «Стародворье»"), в количестве 42
Перенос данных из Строка - 98; наименование - 496  Колбаса Сочинка по-фински с сочным окроком 0,3кг ТМ Стародворье  ПОКОМ ==> 
	Строка - 259; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Сочинка/Копченые колбасы/P003385/","В/к колбасы «Сочинка по-фински с сочным окороком» срез Фикс.вес 0,3 фиброуз ТМ «Стародворье»"), в количестве 66
Перенос данных из Строка - 99; наименование - 503 Колбаса Филейская со шпиком ТМ Вязанка в оболочке полиамид.ПОКОМ ==> 
	Строка - 63; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Вязанка/Филейская/Вареные колбасы/P004621/","Вареные колбасы «Филейская со шпиком» Весовые п/а ТМ «Вязанка»"), в количестве 20
Перенос данных из Строка - 101; наименование - 519  Грудинка 0,12 кг нарезка ТМ Стародворье  ПОКОМ ==> 
	Строка - 300; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Стародворье/Стародворская/Деликатесы в/к/P005060/","Деликатесы в/к «Грудинка копчено-вареная» Фикс.вес 0,12 нарезка ТМ «Стародворье»"), в количестве 5
Перенос данных из Строка - 103; наименование - 558  Колбаса Балыковая НОВАЯ ВЕС Вязанка фиброуз в/у ПОКОМ ==> 
	Строка - 169; наименование - =HYPERLINK("https://abi.ru/products/Охлажденные/Вязанка/Вязанка/Копченые колбасы/P005375/","Копченые колбасы «Балыковая» Весовой фиброуз ТМ «Вязанка»"), в количестве 197

Вес продукции из первого файла: 17300
Вес продукции во втором файле составляет: 17300
